"m","glm_mean","glm_sd","nb_mean","nb_sd","dab_mean","dab_sd"
242,0.236245247148289,0.0134085678091841,0.252319391634981,0.0145987839482268,0.238697718631179,0.0147048169346198
250,0.235057915057915,0.0136180739759094,0.249942084942085,0.0145703563205129,0.237316602316602,0.0142396125156204
258,0.23528431372549,0.013160679457307,0.250607843137255,0.0138374862893662,0.238127450980392,0.014990605940296
266,0.233605577689243,0.0128753666613271,0.250627490039841,0.0160448430381328,0.235567729083665,0.0158131513013794
274,0.234352226720648,0.013779879324934,0.250748987854251,0.0158099745519892,0.237165991902834,0.0159308101692276
282,0.235493827160494,0.0134741317306916,0.250010288065844,0.0152450179086478,0.235020576131687,0.01466916985978
290,0.234278242677824,0.0132967457312724,0.248148535564854,0.0162614175053079,0.235983263598326,0.0152382956013152
298,0.234585106382979,0.0137408791244392,0.248340425531915,0.0154095837361782,0.237457446808511,0.0153929484764117
306,0.235530303030303,0.0128596316673996,0.249632034632035,0.0146017520108102,0.235054112554113,0.0144183855155909
314,0.235022026431718,0.0153463879276339,0.24875550660793,0.0151079494296127,0.236354625550661,0.0162869566348796
322,0.232174887892377,0.013762484418968,0.24695067264574,0.015395300453794,0.23207399103139,0.0151370807218999
330,0.233367579908676,0.0152785088652912,0.247111872146119,0.0155791746020493,0.232602739726027,0.0153685635023427
338,0.234383720930233,0.0153694647867572,0.2505,0.0158542843748594,0.235662790697674,0.0154107870116741
346,0.232037914691943,0.0148420985979587,0.248554502369668,0.0179414596363696,0.233045023696682,0.0169196435854604
354,0.232089371980676,0.0167186250864461,0.245797101449275,0.0164079043718652,0.230881642512077,0.0149885604249793
362,0.233546798029557,0.0147902024207285,0.24756157635468,0.0166467283311811,0.233805418719212,0.0150884958654093
370,0.232776381909548,0.0155862722439406,0.247675879396985,0.0161019256898674,0.234195979899497,0.0163563379326001
378,0.232346153846154,0.0169571243091027,0.246833333333333,0.0172426850200147,0.231884615384615,0.015738273914348
386,0.232984293193717,0.0178534343887565,0.246740837696335,0.0181518364029926,0.232198952879581,0.0172750550988646
394,0.23355614973262,0.0164643985841545,0.24846256684492,0.0173860084925852,0.233957219251337,0.0153890021008802
402,0.232732240437158,0.0180796156042659,0.246707650273224,0.0199461874285876,0.232021857923497,0.0187590336728741
410,0.229581005586592,0.0165108593939064,0.245279329608939,0.0176294530097256,0.231689944134078,0.0173329587437921
418,0.231471428571429,0.0182496897025275,0.246285714285714,0.0185296896914528,0.230514285714286,0.0179488899373921
