"m","glm_mean","glm_sd","nb_mean","nb_sd","dab_mean","dab_sd"
444,0.0154032258064516,0.0172110328524832,0.169435483870968,0.0464433016780749,0.0195967741935484,0.0232569843059929
450,0.0144642857142857,0.0152313964023494,0.172946428571429,0.0551071311678275,0.0195535714285714,0.0176855992252716
456,0.0155,0.0170647598913889,0.171,0.0506341692484175,0.0224,0.02317163401911
462,0.0156818181818182,0.0192510523108576,0.166136363636364,0.0569329585347122,0.0189772727272727,0.0195703120482917
468,0.0176315789473684,0.0212876985027983,0.166842105263158,0.0587811727498986,0.0197368421052632,0.0244299133940165
474,0.01484375,0.0205284830545294,0.17703125,0.069509389560858,0.02,0.0325634768586775
480,0.0146153846153846,0.0223370639582148,0.1725,0.0718233683115457,0.0176923076923077,0.026389037778182
486,0.015,0.0269933920817744,0.17525,0.0905035466697245,0.01975,0.0300324364010132
492,0.0135714285714286,0.0280918107423958,0.175,0.0938444939635629,0.0164285714285714,0.0309740016891244
498,0.01125,0.0358624886260318,0.183125,0.133138041390606,0.01125,0.0358624886260318
504,0.025,0.109245930664873,0.14,0.246380838516188,0.0225,0.115370280001124
