"m","glm_mean","glm_sd","nb_mean","nb_sd","dab_mean","dab_sd"
50,0.265656085632555,0.0219586429838762,0.283663529267017,0.0325294737884443,0.281178216603611,0.0294204566795714
60,0.261083505122919,0.0170519684796298,0.281181809790468,0.0312545168859671,0.277653764499554,0.0244379341992021
70,0.25863254439691,0.0154127715113717,0.276369763934628,0.0316376576313864,0.271144778554061,0.024776183384749
80,0.257549182599058,0.0142721784237021,0.271058926757181,0.0248038314963538,0.267616298759275,0.0239557890933099
90,0.256573865911121,0.014558302649089,0.273926734624742,0.0297304304741464,0.264883434449201,0.0232896532167079
100,0.254635254613228,0.0107532458986212,0.265393549182095,0.0188992951991914,0.259330273250978,0.0169414728723346
110,0.253537949523898,0.00944387749904022,0.264913870142677,0.0230629433206592,0.258885858679239,0.0180060562437499
120,0.253876113560001,0.011084791249331,0.263669584784686,0.0182787102423689,0.257924848185938,0.0192499463022751
130,0.253772470784126,0.0103033208713563,0.260384662822608,0.0161360587301619,0.253025808639882,0.0145430296399139
140,0.254065729002807,0.0111424121548362,0.262533080410845,0.0191292327000975,0.254987816538663,0.0166358850513897
150,0.252476011230755,0.00977308206163534,0.257345345715961,0.0131399411839504,0.25157893924902,0.0134728021180388
160,0.252161970309558,0.00941117082071117,0.256959044473936,0.0126567065394286,0.250583932594673,0.0141338372409572
170,0.251343428730203,0.00840608990141256,0.258777283813405,0.0133952804313806,0.249616251427866,0.0136712528944207
180,0.251474321361292,0.00871631976402735,0.258332200982057,0.0124145089645932,0.249510515425713,0.01237628301978
190,0.250707886688703,0.00752255148271583,0.256548299403787,0.013412891929679,0.247726051095116,0.0107818537520379
200,0.250733908099255,0.00716305265732982,0.257177466703748,0.0123331362047727,0.246425790303143,0.00917614200787164
210,0.250868906679855,0.00724696994602008,0.254823034836636,0.012535158465811,0.246499953633582,0.0120720384564144
220,0.250209177205405,0.0071347990960226,0.255921585603414,0.0127350636225771,0.246170031848118,0.00970869497413587
230,0.250783458600105,0.00736262890651559,0.255073458909406,0.0129706052313041,0.24584748383904,0.00897990436325631
240,0.250020265462084,0.00625021577437215,0.255275053370873,0.01106821144703,0.245450635809536,0.0094752713101668
250,0.249617931973631,0.00619377915205996,0.254764321748012,0.0108860605375051,0.245014236637678,0.00865010938431478
260,0.250125692703012,0.00692386593574437,0.256051670226928,0.0123006510616931,0.245250456642209,0.00928864868157222
270,0.249473072992475,0.00577542087031628,0.254448143445542,0.0102691386783938,0.243973243318572,0.00748114562046146
280,0.249263343762585,0.00584428378056957,0.253987949567857,0.0108857389079158,0.243517239242898,0.00847176633217662
290,0.249101050478758,0.00544797339425351,0.254177589786496,0.0105967201456131,0.242514641628707,0.00686838277729922
300,0.249316047239701,0.00527615194899444,0.255611574346734,0.0106851508365751,0.242978828926568,0.00696200031864391
310,0.24933288890267,0.00541222597693209,0.254537688753837,0.0100323138314103,0.243370748193854,0.00821130611587739
320,0.248745541391396,0.00490437078926134,0.255271238485159,0.00934332884429944,0.242369498464688,0.00649166727157714
330,0.24900111693711,0.00498690945669167,0.254900561571158,0.0102834383577557,0.241436194967578,0.00603688703625022
340,0.249281524471618,0.00562914560836931,0.255146798671674,0.00970855855777289,0.241880605816083,0.00684820930778664
350,0.249241408214585,0.00566242700285072,0.254090217627519,0.00986283570729122,0.241798453944305,0.00586233264493019
