"m","glm_mean","glm_sd","nb_mean","nb_sd","dab_mean","dab_sd"
1420,0.125129009762901,0.00658364327252252,0.183817991631799,0.007266974786141,0.132433751743375,0.00794246225962729
1460,0.126366571018651,0.00671600880402109,0.184756097560976,0.00783711481218776,0.132894548063128,0.00801178027089631
1500,0.126048744460857,0.00687745301252538,0.184302067946824,0.00713629704303251,0.132932053175775,0.00779889822456401
1540,0.125308219178082,0.00720391071060351,0.184113394216134,0.00840796192796293,0.132005327245053,0.00901980047914795
1580,0.125671114599686,0.00700269325035685,0.183959968602826,0.0078973378376765,0.1313147566719,0.0080351594843724
1620,0.125753646677472,0.0071027547821458,0.184400324149109,0.00874224335415392,0.13248379254457,0.0089357227657444
1660,0.125121440536013,0.00715449996398803,0.184212730318258,0.0087581735896324,0.131323283082077,0.00832624593835638
1700,0.125112651646447,0.00791807104412966,0.182703639514731,0.00897248529439923,0.130797227036395,0.00908208536243374
1740,0.126108617594255,0.00785767517536462,0.184600538599641,0.00918177181374608,0.132737881508079,0.00943984673396026
1780,0.12518156424581,0.00804743369806888,0.183733705772812,0.00911623142400617,0.13145251396648,0.00884291804578488
1820,0.12600580270793,0.00853727629809266,0.183534816247582,0.00942078260642706,0.132582205029014,0.00902207754164996
1860,0.125663983903421,0.00899158378323829,0.184099597585513,0.0105978084221825,0.132062374245473,0.00991508607527484
1900,0.125482180293501,0.00870657582442604,0.183883647798742,0.00903145242699626,0.131970649895178,0.00969233243146594
1940,0.124989059080963,0.00927475771912279,0.18195295404814,0.0100880411768341,0.131684901531729,0.0105530582190868
1980,0.126315789473684,0.00900258816161906,0.18495995423341,0.0114718490468023,0.133237986270023,0.0103008362083166
2020,0.124970023980815,0.00928962570390145,0.183657074340528,0.0114201739733452,0.131420863309353,0.00989988241010892
2060,0.126290931989924,0.00972775484131096,0.185358942065491,0.0122807125934707,0.132437027707809,0.0111496770346892
2100,0.125145888594164,0.0108147422903171,0.183647214854111,0.0125291438591591,0.131976127320955,0.0116557109040931
2140,0.125735294117647,0.0106297249802578,0.182780112044818,0.0130488321517157,0.131659663865546,0.0118762632595983
2180,0.125348664688427,0.0116881628199015,0.183508902077151,0.0132834116897114,0.131728486646884,0.0115825390405534
2220,0.127066246056782,0.0118821286948456,0.185134069400631,0.0143113058339087,0.133351735015773,0.0128458991142048
2260,0.126456228956229,0.0113970614101458,0.185648148148148,0.0146413903139585,0.133038720538721,0.0125635749315086
2300,0.125631768953069,0.0115954649483511,0.183745487364621,0.0145480829348492,0.131714801444043,0.0122557192675628
2340,0.124912451361868,0.0128183433283149,0.183881322957198,0.016397321797782,0.131536964980545,0.0138695637111493
2380,0.126360759493671,0.0150706054590841,0.18334388185654,0.0165208312688654,0.133027426160338,0.0159331119591863
2420,0.124539170506912,0.0153219037591428,0.183640552995392,0.017408962828003,0.132027649769585,0.0159267923847836
2460,0.12998730964467,0.0160176043377614,0.18748730964467,0.017718714554713,0.137017766497462,0.0154132546034037
2500,0.128220338983051,0.0166719469519105,0.186271186440678,0.0206453439950846,0.135225988700565,0.017423521020078
2540,0.125764331210191,0.0186192202384397,0.184920382165605,0.0226841138557931,0.13234076433121,0.0194196733077603
2580,0.126806569343066,0.0177064342214188,0.184744525547445,0.021156433503745,0.132846715328467,0.0183924895416892
2620,0.127948717948718,0.0205894501330669,0.18715811965812,0.0226914403892148,0.135448717948718,0.0216520908140535
2660,0.125,0.0233557780384217,0.184819587628866,0.026097004875482,0.131726804123711,0.0238364552481699
2700,0.128538961038961,0.0260416262843958,0.186428571428571,0.0309854921354436,0.135324675324675,0.0247752470418118
2740,0.128728070175439,0.0298338621401887,0.1875,0.0342561865114124,0.135,0.0293220945641017
2780,0.129459459459459,0.0380381187851899,0.187094594594595,0.0446057567138325,0.136081081081081,0.0393694310088731
